Filename	StartTimeStamp	XIC-WideFrac	XIC-FWHM-Q1	XIC-FWHM-Q2	XIC-FWHM-Q3	XIC-Height-Q2	XIC-Height-Q3	XIC-Height-Q4	RT-Duration	RT-TIC-Q1	RT-TIC-Q2	RT-TIC-Q3	RT-TIC-Q4	RT-MS-Q1	RT-MS-Q2	RT-MS-Q3	RT-MS-Q4	RT-MSMS-Q1	RT-MSMS-Q2	RT-MSMS-Q3	RT-MSMS-Q4	MS1-TIC-Change-Q2	MS1-TIC-Change-Q3	MS1-TIC-Change-Q4	MS1-TIC-Q2	MS1-TIC-Q3	MS1-TIC-Q4	MS1-Count	MS1-Freq-Max	MS1-Density-Q1	MS1-Density-Q2	MS1-Density-Q3	MS2-Count	MS2-Freq-Max	MS2-Density-Q1	MS2-Density-Q2	MS2-Density-Q3	MS2-PrecZ-1	MS2-PrecZ-2	MS2-PrecZ-3	MS2-PrecZ-4	MS2-PrecZ-5	MS2-PrecZ-more	MS2-PrecZ-likely-1	MS2-PrecZ-likely-multi
"QC_ShewAndreySyncCh2.mzML"	2012-12-05T15:40:01Z	0.326255	26.4754	30.2993	38.2057	0.556688	0.789207	6.3014	5998.9	0.19935	0.225328	0.347771	0.227551	0.193615	0.264701	0.273477	0.268207	0.302488	0.231842	0.232486	0.233184	1.33831	0.819787	2.42309	0.264393	0.548132	1.39584	1671	0.47471	3880.5	4780	6014	7111	1.4288	771.5	928	1106	0	0	0	0	0	0	0.0638447	0.936155
"QC_Shew_021313_3.mzML"	2013-02-13T15:48:56Z	0.25823	16.3667	19.4137	25.636	1.89181	2.20026	5.47377	7199.59	0.385293	0.0483416	0.0721496	0.494215	0.264295	0.210474	0.243994	0.281237	0.277803	0.206747	0.242459	0.272991	2.21256	1.96895	4.89117	2.37101	2.66038	1.09964	2970	0.524931	765.5	1809.5	2690.75	17163	3.07989	124	279	476	0.075453	0.140593	0.137097	0.049933	0.0129348	0.00396201	0.143972	0.436054
"QC_Shew_100ng_r4_29Mar13_Rogue_12-10-03.mzML"	2013-03-30T18:32:20Z	0.345811	23.7499	26.3309	31.4195	0.774364	0.992536	4.20494	7740.31	0.27142	0.236818	0.136603	0.35516	0.240113	0.246913	0.250245	0.262729	0.240021	0.246959	0.250274	0.262746	0.964834	0.764677	2.06691	0.450903	0.363498	1.04733	3139	0.455579	1780	2035	2393	18834	2.74921	159	280	481	0.134066	0.29399	0.180684	0.05283	0.00849527	0.00191144	0.0477859	0.280238
"QC_Shew_100ng_r2_29Mar13_Rogue_12-10-03.mzML"	2013-03-30T07:39:57Z	0.343825	23.7686	26.6641	31.9477	0.767495	1.01326	4.65807	7741.67	0.242843	0.157969	0.193055	0.406133	0.238674	0.240802	0.254901	0.265623	0.238629	0.240809	0.25492	0.265643	1.00174	0.854431	2.43772	0.5252	0.249726	1.04587	3177	0.457439	1804	2067	2394	19062	2.7639	156	278	473	0.121393	0.293568	0.181093	0.0518309	0.00891827	0.00194103	0.0512538	0.290001
"QC_Shew_100ng_r1_29Mar13_Rogue_12-10-03_130329172023.mzML"	2013-03-29T16:20:23Z	0.344369	22.8754	25.5223	30.639	0.737432	0.992075	4.75081	7741.96	0.237346	0.155204	0.210475	0.396976	0.238951	0.242612	0.257783	0.260654	0.238848	0.242647	0.257807	0.260699	0.94344	0.80562	2.30238	0.504626	0.296446	1.13361	3207	0.462561	1800.5	2047	2403.5	19241	2.78136	157	286	497	0.136947	0.29302	0.180968	0.0511928	0.0110181	0.0039499	0.0426173	0.280287
"QC_Shew_100ng_r3_29Mar13_Rogue_12-10-03.mzML"	2013-03-30T13:06:06Z	0.349064	23.6571	26.3069	31.4036	0.756236	1.01858	4.49369	7740.25	0.249275	0.167943	0.189407	0.393374	0.239736	0.2409	0.252722	0.266642	0.239684	0.240888	0.252745	0.266683	1.0346	0.748578	2.57586	0.526629	0.236974	0.984396	3189	0.457226	1820	2082	2407	19134	2.76627	159	294	506	0.120048	0.28938	0.182555	0.0549807	0.00909376	0.00261315	0.0487614	0.292568
"QC_Shew_100ng_r1_29Mar13_Rogue_12-10-04.mzML"	2013-03-29T19:12:35Z	0.324307	24.334	27.459	33.3058	0.795108	1.05751	4.28302	7739.71	0.388753	0.193225	0.170574	0.247448	0.256546	0.242698	0.245216	0.25554	0.256497	0.242705	0.245233	0.255565	1.04047	0.890346	2.58978	0.635319	0.453537	1.11113	3176	0.461345	1859.75	2235	2466	19056	2.77619	161	287	509	0.127571	0.293031	0.161839	0.0460223	0.0114924	0.0112825	0.0336377	0.315124
"QC_Shew_100ng_r4_29Mar13_Rogue_12-10-04.mzML"	2013-03-30T21:15:23Z	0.341147	22.1684	24.6324	29.049	0.79417	0.98556	4.22419	7740.15	0.281372	0.185833	0.150842	0.381952	0.24528	0.240679	0.251951	0.26209	0.245221	0.240704	0.251976	0.262099	1.03659	0.79087	2.65542	0.49326	0.374863	1.50958	3178	0.491902	1868.25	2195	2591	19068	2.97416	156	291	517	0.146528	0.278634	0.1824	0.0518146	0.0089679	0.00304175	0.0494021	0.279211
"QC_Shew_100ng_r3_29Mar13_Rogue_12-10-04.mzML"	2013-03-30T15:49:12Z	0.345336	22.4503	24.9707	29.5024	0.78938	0.986599	4.0187	7742.01	0.277077	0.183768	0.141287	0.397869	0.243569	0.240372	0.253054	0.263005	0.24351	0.240395	0.253099	0.262996	1.00448	0.752707	2.15299	0.485297	0.368947	1.56971	3166	0.498574	1877.25	2212.5	2629	18996	2.99072	157	283	501	0.139503	0.278269	0.180512	0.0491682	0.00805433	0.00363234	0.0502737	0.290587
"QC_Shew_100ng_r2_29Mar13_Rogue_12-10-04.mzML"	2013-03-30T10:23:03Z	0.342086	22.2917	24.8557	29.5779	0.779224	1.02616	4.31119	7739.68	0.242411	0.198889	0.141859	0.416841	0.241585	0.241195	0.254647	0.262573	0.241525	0.241204	0.254688	0.262583	0.938561	0.777173	2.85945	0.485429	0.334667	1.8896	3142	0.503239	1929	2265.5	2684.75	18852	3.0391	157	286	488.25	0.139614	0.285328	0.179769	0.0469977	0.00832803	0.00546361	0.0484829	0.286017
"QC_Shew_100ng_r5_29Mar13_Rogue_12-10-04.mzML"	2013-03-31T02:41:33Z	0.261174	25.0409	29.2241	37.059	0.588411	0.723053	4.48909	7739.75	0.407539	0.444396	0.105074	0.0429911	0.250065	0.254606	0.256164	0.239165	0.249931	0.254596	0.256146	0.239327	0.86379	0.913519	5.86827	0.133956	0.18716	3.98757	2760	0.441893	1422	1595	1780	16556	2.67421	93	129	231	0.322058	0.0880043	0.0883668	0.0321334	0.0106306	0.00972457	0.150399	0.298683
"QC_Shew_100ng_r5_29Mar13_Rogue_12-10-03.mzML"	2013-03-30T23:58:27Z	0.347817	23.6709	26.2964	31.2223	0.791394	0.970948	4.02493	7742.24	0.293048	0.200348	0.142797	0.363807	0.241033	0.244539	0.250657	0.26377	0.24098	0.244528	0.250673	0.263819	1.00083	0.866759	2.34881	0.480692	0.366659	0.812532	3153	0.453241	1800	2059	2393	18918	2.73675	162	288	499	0.131092	0.283487	0.184903	0.0551327	0.00914473	0.00190295	0.0493181	0.28502
"QC_Shew_100ng_r6_29Mar13_Rogue_12-10-03.mzML"	2013-03-31T05:24:36Z	0.318648	22.0555	24.9247	30.4719	0.655176	0.86474	4.74887	7739.69	0.234776	0.202473	0.218718	0.344034	0.237385	0.248349	0.258241	0.256026	0.237225	0.248292	0.258208	0.256276	0.936013	0.821486	2.45222	0.348668	0.290433	1.4175	2880	0.437818	1514.75	1751	1956	17273	2.64233	142	232	349	0.193655	0.256064	0.14705	0.0361257	0.00509466	0.00208418	0.0639727	0.295953
"QC_Shew_100ng_r6_29Mar13_Rogue_12-10-04.mzML"	2013-03-31T08:07:40Z	0.326434	20.5542	23.0527	27.4321	0.753729	0.949932	4.53923	7740.23	0.169033	0.202899	0.209721	0.418347	0.239281	0.24484	0.255585	0.260294	0.239177	0.244822	0.255594	0.260407	1.0607	0.80854	3.02532	0.587061	0.292622	2.70696	3028	0.50596	1738	2042	2287	18166	3.0636	134	272	458	0.188759	0.28779	0.158648	0.0384234	0.00484421	0.00187163	0.0477816	0.271882
"QC_Shew_11_02-5_26Oct11_Cougar_11-07-23.mzML"	2011-10-26T22:15:11Z	0.335577	23.6325	26.7883	33.4237	1.199	0.868293	4.69519	5971.39	0.376479	0.126812	0.1248	0.371908	0.247212	0.229776	0.238974	0.284038	0.257902	0.226368	0.23655	0.279181	1.09306	0.936183	2.51308	0.699032	0.802934	0.758649	1767	0.681172	2267	2734	3170	17233	3.30583	585	800	997	0.340045	0.243951	0.126792	0.0167121	0.00353972	0.000986479	0.0601752	0.207799
"QC_Shew_11_02-1_26Oct11_Cougar_11-07-23.mzML"	2011-10-26T14:39:44Z	0.333185	24.0024	27.294	33.9618	1.03972	0.89248	4.47091	5972.91	0.36599	0.14073	0.13317	0.360109	0.247511	0.231033	0.243277	0.278178	0.255572	0.228212	0.2418	0.274416	1.20695	0.864578	2.02845	0.669877	0.547222	0.693424	1847	0.56399	2151.5	2686	3305	18032	3.44608	591	801	995	0.372005	0.225488	0.0984361	0.015417	0.00465839	0.00210736	0.0632764	0.218611
"QC_Shew_11_02-6_26Oct11_Cougar_11-09-09.mzML"	2011-10-26T23:55:10Z	0.350335	22.9704	25.5021	31.0729	1.00531	0.87619	4.47609	5971.16	0.394377	0.125727	0.127077	0.352819	0.246406	0.231377	0.238977	0.28324	0.257295	0.227626	0.236277	0.278802	1.0216	0.84374	2.27035	0.844759	0.635655	0.780986	1773	0.666119	2193	2708	3126	17292	3.30665	533	723	927	0.337844	0.259195	0.118841	0.0159611	0.00104094	0.00011566	0.0722299	0.194772
"QC_Shew_11_02-2_26Oct11_Cougar_11-09-09.mzML"	2011-10-26T17:15:12Z	0.342726	22.9397	25.8973	32.1116	0.997275	0.869417	4.54258	5971.4	0.438986	0.141374	0.135938	0.283702	0.250206	0.233439	0.240023	0.276333	0.26032	0.229749	0.237723	0.272208	1.03403	0.747844	2.76485	0.558392	0.552776	0.870646	1811	0.679491	2068	2663	3177	17638	3.34668	507	692	908	0.363817	0.231432	0.0978569	0.0138338	0.00107722	0.000113392	0.0738179	0.218052
"QC_Shew_11_02-4_26Oct11_Cougar_11-10-04.mzML"	2011-10-26T20:35:10Z	0.34755	25.6222	28.5469	34.5164	0.860852	0.863421	4.36533	5973.17	0.395886	0.143309	0.152114	0.308691	0.24435	0.234074	0.241624	0.279952	0.255398	0.23081	0.238329	0.275463	1.0366	0.707793	2.72648	0.60232	0.442718	0.858542	1778	0.695243	2252	2740.5	3578.25	17327	3.28228	550	721	918	0.327985	0.244993	0.0912449	0.0131587	0.00178912	0.00034628	0.0687367	0.251746
"QC_Shew_11_02-3_26Oct11_Cougar_11-07-42.mzML"	2011-10-26T18:55:09Z	0.326323	23.998	27.3738	34.5922	0.759109	0.757665	4.86273	5972.87	0.45977	0.169212	0.154761	0.216257	0.252074	0.238093	0.24472	0.265113	0.261911	0.234837	0.242141	0.261111	0.96639	0.800763	2.33947	1.02244	0.385597	0.91925	1849	0.702375	2267	3225	6417	17973	3.31577	584	770	954	0.322428	0.204362	0.0874645	0.0232571	0.00979247	0.00322706	0.0546932	0.294775
"QC_Shew_11_02_H_31Oct11_Cougar_11-10-04-pumpOFF.mzML"	2011-10-31T13:34:26Z	0.291439	6.05461	6.83381	8.1465	0.868614	0.791021	1.8524	3054.07	0.124752	0.287454	0.287191	0.300603	0.253108	0.247084	0.249681	0.250127	0.242836	0.26163	0.250992	0.244542	0.78266	0.644875	5.28899	0.05519	0.0650641	3.85319	1668	0.637986	141	152	166	1098	0.796217	2	10	75	0.469945	0.00182149	0.00546448	0	0	0	0.415301	0.107468
"QC_Shew_11_02-7_26Oct11_Cougar_11-07-42.mzML"	2011-10-27T01:35:09Z	0.341894	23.7308	26.6615	32.8358	1.25952	0.925849	4.44534	5973.46	0.370659	0.125738	0.126426	0.377177	0.24307	0.229395	0.240236	0.287299	0.253856	0.22613	0.238041	0.281972	1.12602	0.908242	2.12816	0.478341	0.826397	0.77211	1768	0.690006	2256.75	2744.5	3710	17210	3.31309	566	739	928	0.339047	0.24294	0.104765	0.0139454	0.00139454	0.00040674	0.0632191	0.234282
"QC_Shew_11_02_1_21Oct11_Cougar_11-07-23.mzML"	2011-10-21T03:39:48Z	0.283849	28.4323	33.8812	44.2132	0.857698	0.887395	4.40858	5972.67	0.350169	0.154278	0.141657	0.353896	0.239509	0.234972	0.246612	0.278907	0.252103	0.231691	0.242783	0.273423	1.15864	0.801405	1.92917	0.801265	0.387443	0.797447	1819	0.701764	2085.5	2446	2807	17689	3.39374	593	780	943	0.229521	0.309288	0.176098	0.0206343	0.00152637	0	0.0556843	0.207247
"QC_Shew_11_02-8_26Oct11_Cougar_11-10-04.mzML"	2011-10-27T03:15:12Z	0.350627	25.1451	27.857	33.4342	1.02971	0.888629	4.28609	5973.2	0.387199	0.124388	0.123849	0.364564	0.245383	0.23092	0.239043	0.284654	0.256336	0.22692	0.236393	0.280352	1.10964	0.81853	2.79633	0.872864	0.655233	0.759999	1749	0.669336	2234	2724	3157	17078	3.27424	529	721	925.75	0.325565	0.25284	0.114592	0.0147558	0.00128821	0.000175665	0.0764727	0.214311
"QC_Shew_11_02_2_21Oct11_Cougar_11-09-09.mzML"	2011-10-21T05:19:49Z	0.348549	23.8588	26.631	32.1705	0.764329	0.917041	4.01527	5970.94	0.413352	0.145693	0.146043	0.294912	0.245949	0.236551	0.244019	0.273481	0.256485	0.233254	0.241082	0.269179	1.14978	0.689135	2.00727	0.774261	0.390348	0.64559	1818	0.68182	2012.75	2429.5	2809.5	17745	3.31087	577	745	914	0.255396	0.31113	0.165173	0.029135	0.00253593	0.000338123	0.0635672	0.172725
"QC_Shew_11_02_a_31Oct11_Cougar_11-07-23.mzML"	2011-10-31T01:54:31Z	0.286266	7.52322	9.06048	11.1992	0.93593	1.3288	1.9038	5969.74	0.16528	0.229501	0.22725	0.377969	0.273153	0.298945	0.217319	0.210583	0.20494	0.158996	0.145594	0.49047	0.84115	1.3376	5.51824	0.0808537	0.144124	4.50277	2933	0.645103	149	162	182	3626	1.43462	3	10	51	0.36321	0.00137893	0.000275786	0.000275786	0	0.000275786	0.514617	0.119967
"QC_Shew_11_02_3_21Oct11_Cougar_11-07-42.mzML"	2011-10-21T06:59:46Z	0.3458	24.1707	27.0587	33.1438	0.779771	0.878056	4.01368	5972.68	0.379884	0.150556	0.143885	0.325675	0.241089	0.235077	0.245834	0.278001	0.253832	0.231563	0.242038	0.272567	1.18234	0.823614	2.06466	0.79467	0.367589	0.700992	1834	0.671239	2033	2457.5	2843	17834	3.35492	585	751	914	0.242178	0.311147	0.172199	0.0283167	0.00314007	0.000504654	0.0551194	0.187395
"QC_Shew_11_02_4_21Oct11_Cougar_11-10-04.mzML"	2011-10-21T08:39:49Z	0.35208	26.2608	29.1216	34.9084	0.763122	0.986351	3.94627	5969.9	0.387377	0.149355	0.1429	0.320368	0.242516	0.236221	0.245179	0.276083	0.252608	0.232968	0.242408	0.272016	1.19103	0.770555	2.46755	0.790667	0.363804	0.660049	1817	0.675473	2080	2494	2863	17763	3.34205	586	756	921	0.224399	0.313179	0.180375	0.0296121	0.00410967	0.000562968	0.0553398	0.192422
"QC_Shew_11_02_F_31Oct11_Cougar_11-09-09.mzML"	2011-10-31T10:14:29Z	0.34068	22.5791	25.5325	31.3187	0.894749	0.87232	4.16565	5970.89	0.327013	0.141784	0.132534	0.398668	0.238305	0.233321	0.247656	0.280718	0.246675	0.23072	0.24551	0.277095	1.06264	0.739515	2.05401	1.28853	0.457245	0.627533	1864	0.678985	2195	2634.5	3003	18193	3.46221	421	680	897	0.443907	0.231408	0.0794262	0.0128071	0.00197878	0.000219865	0.0987193	0.131534
"QC_Shew_11_02_a_20Oct11_Cougar_11-07-23.mzML"	2011-10-20T12:20:09Z	0.255994	32.7539	39.4727	55.166	0.744578	0.916793	4.43324	5972.43	0.385802	0.150563	0.138938	0.324697	0.250587	0.233971	0.245834	0.269608	0.260382	0.231114	0.243014	0.265491	1.05044	0.721903	2.00315	0.582573	0.434696	0.681885	1801	0.565922	1944	2324	2573	17602	3.31623	563	752	916	0.264118	0.30559	0.129076	0.0140893	0.000397682	5.68117e-05	0.0811271	0.205545
"QC_Shew_11_02_a_21Oct11_Cougar_11-07-23.mzML"	2011-10-20T20:07:01Z	0.288225	28.0918	33.3152	44.5087	0.774308	0.906351	4.35471	5972.87	0.37298	0.156477	0.141554	0.328989	0.246777	0.234087	0.246045	0.273091	0.257711	0.230906	0.242857	0.268527	1.10384	0.769101	1.96217	0.723027	0.354517	0.801542	1832	0.480797	2000	2401	2730	17868	3.39325	577	758	921	0.230748	0.316655	0.165771	0.0202597	0.000727558	0	0.060835	0.205003
"QC_Shew_11_02_G_31Oct11_Cougar_11-07-42.mzML"	2011-10-31T11:54:29Z	0.351577	23.0656	25.6592	31.2758	1.07804	0.922369	4.07613	5969.55	0.331433	0.132465	0.126758	0.409344	0.239034	0.226841	0.242443	0.291682	0.244314	0.22515	0.241784	0.288752	1.32273	0.958265	2.68912	0.911889	0.528741	0.659557	1829	0.504418	2401	2912	3442	17942	3.46742	551	718	917.75	0.346784	0.236651	0.108349	0.0191172	0.00200647	0.000334411	0.0735704	0.213187
"QC_Shew_11_02_E_31Oct11_Cougar_11-07-23.mzML"	2011-10-31T08:34:30Z	0.338212	23.334	26.4218	33.0047	1.06097	0.917934	4.3005	5973.05	0.340242	0.142449	0.151973	0.365336	0.237038	0.230715	0.24512	0.287127	0.24583	0.228083	0.242514	0.283573	1.04074	0.801626	2.35607	0.421334	0.542359	0.631517	1849	0.665749	2485	2981	4153	18039	3.45055	595	749	932	0.325794	0.233383	0.101003	0.0176285	0.00182937	0.000443484	0.0634736	0.256444
"QC_Shew_11_02_a_24Oct11_Cougar_11-07-23.mzML"	2011-10-24T12:24:14Z	0.327462	24.9318	28.1012	34.8788	0.735001	0.83541	4.56464	5972.62	0.414527	0.150429	0.145177	0.289868	0.259058	0.235061	0.241205	0.264676	0.265963	0.233003	0.239243	0.26179	1.05211	0.776576	2.36535	0.622971	0.380064	0.803919	1783	0.484527	2150.5	2591	2902.5	17486	3.30383	559	778	986	0.386709	0.245911	0.0973922	0.0160128	0.00394601	0.00171566	0.0731442	0.175169
"QC_Shew_11_02_b_20Oct11_Cougar_11-09-09.mzML"	2011-10-20T14:55:30Z	0.309312	22.8627	26.5495	33.4803	2.63463	1.2885	4.2849	5972.1	0.352524	0.111981	0.0864616	0.449033	0.239773	0.224481	0.242739	0.293007	0.251644	0.220639	0.240241	0.287476	1.97164	1.32435	2.51358	2.59891	1.21581	1.34341	1744	0.726565	1552.75	1859.5	2198.25	16957	3.31643	202	507	714	0.457687	0.18942	0.0428731	0.00507165	0.000412809	5.89727e-05	0.175149	0.129327
"QC_Shew_11_02_c_31Oct11_Cougar_11-07-42.mzML"	2011-10-31T05:14:29Z	0.203842	11.4588	14.2967	20.0544	1.09614	1.17074	4.19892	5971.21	0.308036	0.480924	0.16513	0.0459104	0.270169	0.248469	0.224537	0.256825	0.215593	0.235161	0.498929	0.050317	0.792523	0.695558	5.94788	0.0609522	0.07299	4.87074	3068	0.638767	143	156	171	2811	2.59513	5	57	111	0.298115	0.0110281	0.0113838	0.000711491	0	0	0.483814	0.194948
"QC_Shew_11_02_b_21Oct11_Cougar_11-09-09.mzML"	2011-10-20T22:39:43Z	0.345527	23.7262	26.5285	32.084	0.762293	0.919417	4.06559	5971.71	0.403625	0.1581	0.139497	0.298778	0.247012	0.235555	0.2444	0.273034	0.260158	0.231398	0.240726	0.267718	1.25522	0.797005	1.73886	0.742022	0.39328	0.669122	1830	0.700543	1944	2356	2745	17796	3.34205	564	737	902	0.230164	0.326871	0.167397	0.029782	0.00258485	0.000393347	0.0527085	0.190099
"QC_Shew_11_02_b_24Oct11_Cougar_11-07-23.mzML"	2011-10-24T14:59:13Z	0.328068	24.6132	27.868	34.6389	0.721617	0.852849	4.59018	5971.33	0.407047	0.153488	0.146786	0.292679	0.256204	0.235845	0.241948	0.266003	0.264015	0.233279	0.239605	0.2631	0.983057	0.778288	1.9142	0.602525	0.372092	0.848314	1771	0.553094	2134	2571	2922.5	17347	3.21562	567.5	787	998	0.380296	0.248573	0.101286	0.0166599	0.00443881	0.00138352	0.0707903	0.176572
"QC_Shew_11_02_a_28Oct11_Cougar_11-07-42.mzML"	2011-10-29T00:44:26Z	0.339501	22.4761	25.0307	31.043	0.9979	0.922439	4.43282	5972.7	0.387425	0.140207	0.146885	0.325484	0.240786	0.233036	0.241675	0.284503	0.251168	0.229677	0.239159	0.279995	0.990672	0.74259	2.20486	0.499364	0.523843	0.80881	1802	0.706802	2541.25	3103	4428.25	17564	3.33284	557	747	949	0.322307	0.241232	0.0961057	0.0169096	0.00193578	0.000626281	0.0663289	0.254555
"QC_Shew_11_02_b_28Oct11_Cougar_11-09-09.mzML"	2011-10-29T19:04:26Z	0.329675	22.9229	25.7241	31.6476	1.10187	0.915336	4.52292	5971.26	0.391504	0.13086	0.123624	0.354011	0.233769	0.236523	0.244225	0.285483	0.27372	0.221737	0.233577	0.270965	1.16178	0.964229	4.09073	0.984083	0.722215	1.02784	1820	0.715109	2566	3036	3531.5	17041	3.37786	632	840	1033	0.339123	0.273575	0.132621	0.021771	0.00275805	5.8682e-05	0.0553371	0.174755
"QC_Shew_11_02_b_31Oct11_Cougar_11-09-09.mzML"	2011-10-31T03:34:28Z	0.330308	23.8497	27.0515	34.3244	1.05633	0.904359	4.28239	5971.09	0.343887	0.142124	0.13032	0.383669	0.239027	0.231418	0.243871	0.285684	0.24858	0.228137	0.241919	0.281364	1.12662	0.815961	2.17793	0.705795	0.46288	0.656969	1840	0.683213	2342.75	2830	3216.25	17962	3.43928	607	797	995	0.316836	0.262721	0.13935	0.0221579	0.00345173	0.000222692	0.069146	0.186115
"QC_Shew_11_02_c_20Oct11_Cougar_11-07-42.mzML"	2011-10-20T16:35:34Z	0.341636	24.5706	27.3669	33.1427	0.785059	0.906555	4.08984	5972.7	0.373929	0.152628	0.137525	0.335918	0.245187	0.233688	0.245714	0.275411	0.255809	0.231112	0.242201	0.270878	1.14862	0.845248	2.48916	0.809708	0.393144	0.711334	1827	0.482304	1975	2396	2751	17826	3.34968	558	725	895	0.274206	0.293055	0.152586	0.0260294	0.00359026	0.00173903	0.0558734	0.19292
"QC_Shew_11_02_c_24Oct11_Cougar_11-07-23.mzML"	2011-10-24T20:47:37Z	0.327198	25.097	28.4937	35.2966	0.7867	0.789147	4.49897	5973.55	0.389434	0.157064	0.150074	0.303429	0.253487	0.234164	0.243383	0.268966	0.262131	0.231625	0.240882	0.265362	1.07942	0.852908	2.26476	0.658099	0.366201	0.855415	1768	0.553845	2122.75	2602	2988	17277	3.28256	569	798	1007	0.365457	0.250333	0.116976	0.0191005	0.00457255	0.00104185	0.0656364	0.176883
"QC_Shew_11_02_c_21Oct11_Cougar_11-07-42.mzML"	2011-10-21T00:19:45Z	0.345112	24.0633	26.8083	32.5177	0.78814	0.912461	3.96623	5972.24	0.368131	0.144017	0.148584	0.339268	0.240324	0.234669	0.247129	0.277878	0.251912	0.231659	0.243565	0.272865	1.2102	0.811437	2.2302	0.757643	0.382621	0.666141	1839	0.691264	1996	2431	2825.5	17913	3.382	579	743	912	0.223022	0.31893	0.176911	0.0302015	0.00379613	0.000446603	0.0492938	0.197399
"QC_Shew_11_02_d_21Oct11_Cougar_11-10-04.mzML"	2011-10-21T01:59:47Z	0.343452	27.5781	30.7433	37.0857	0.701652	0.898137	3.96428	5971.74	0.318243	0.159776	0.166757	0.355224	0.237232	0.235566	0.248817	0.278386	0.246501	0.233357	0.245933	0.274209	1.15414	0.700369	2.21328	0.636487	0.298018	0.602985	1857	0.676775	2124	2426	2810	18151	3.47909	596	750	913	0.246929	0.311223	0.161313	0.026555	0.00297504	0.000661121	0.0545424	0.195802
"QC_Shew_11_02_d_24Oct11_Cougar_11-07-23.mzML"	2011-10-25T02:36:05Z	0.32682	24.372	27.6667	34.2765	0.748215	0.84378	4.50503	5969.78	0.396418	0.162273	0.142647	0.298661	0.253538	0.2352	0.2425	0.268761	0.262477	0.232458	0.239884	0.26518	1.00991	0.943095	2.54038	0.669643	0.351884	0.83629	1769	0.554814	2087	2561	2948	17297	3.22361	565	782	992	0.362375	0.256576	0.117708	0.0192519	0.00393132	0.000520321	0.0655605	0.174076
"QC_Shew_11_02_c_28Oct11_Cougar_11-07-42.mzML"	2011-10-29T07:24:24Z	0.340644	22.6971	25.5349	31.1898	1.04395	0.917848	4.3172	5971.61	0.392309	0.134042	0.139766	0.333883	0.240296	0.233503	0.241959	0.284241	0.250607	0.230011	0.239373	0.280009	1.01531	0.805548	1.91656	0.457932	0.664015	0.729985	1801	0.691595	2542	3124	4115	17555	3.34852	569	756	961	0.315181	0.248761	0.111193	0.0197664	0.00233552	0.00074053	0.0589576	0.243065
"QC_Shew_11_02_d_31Oct11_Cougar_11-10-04.mzML"	2011-10-31T06:54:28Z	0.352464	25.2197	27.9555	33.4912	0.9587	0.87956	4.19655	5973.39	0.35797	0.133815	0.135534	0.372682	0.242792	0.229316	0.241099	0.286793	0.249849	0.227429	0.239311	0.283411	1.22446	0.831219	2.86811	0.76013	0.55148	0.618594	1799	0.544853	2375.5	2889	3347.5	17616	3.3624	572	741	934	0.321526	0.239952	0.108424	0.0184491	0.00181653	0.000283833	0.080495	0.229053
"QC_Shew_11_02_pt5_1_15Oct11_Cougar_11-09-09.mzML"	2011-10-14T19:21:40Z	0.355943	23.1032	25.4404	30.126	0.847114	0.895236	4.03885	5942.99	0.452952	0.155476	0.139033	0.25254	0.261027	0.235803	0.239301	0.263868	0.27327	0.231155	0.236599	0.258976	1.27149	0.972825	2.21862	0.917538	0.382199	0.738534	1790	0.695762	1856.25	2269.5	2614.75	17382	3.31662	537	736	915	0.274134	0.368427	0.117593	0.020596	0.00155333	0.000115062	0.0827868	0.134795
"QC_Shew_11_02_d_28Oct11_Cougar_11-07-42.mzML"	2011-10-29T14:04:23Z	0.340583	22.7115	25.4394	31.2545	1.00559	0.918014	4.38758	5971.56	0.389613	0.132596	0.140994	0.336797	0.242215	0.233067	0.241386	0.283332	0.252633	0.229275	0.238695	0.279397	0.983511	0.748857	2.3038	0.477617	0.650153	0.715617	1798	0.697627	2523.5	3067	4205.75	17517	3.34685	568	750	957	0.343209	0.239139	0.1031	0.0166124	0.00216932	0.00102757	0.062054	0.232688
"QC_Shew_11_02_pt5_2_15Oct11_Cougar_11-09-09.mzML"	2011-10-15T02:01:37Z	0.352471	23.1743	25.8512	30.6863	0.798691	0.993617	3.91607	5941.47	0.411666	0.16473	0.147178	0.276426	0.251835	0.235794	0.243152	0.269219	0.263597	0.231872	0.240076	0.264455	1.18934	0.923597	2.10843	0.731969	0.389998	0.76809	1813	0.69	1955	2340	2689	17627	3.31645	575	750	910	0.218075	0.401259	0.141317	0.0261531	0.00209905	0.000283656	0.0589437	0.151869
"QC_Shew_11_02_pt5_4_15Oct11_Cougar_11-10-04.mzML"	2011-10-14T22:41:41Z	0.35797	26.5756	29.3569	34.3098	0.794826	1.00098	4.04781	5943.23	0.393815	0.182225	0.143952	0.280009	0.251729	0.235903	0.243	0.269367	0.262841	0.232789	0.239705	0.264665	1.12469	0.875235	2.17095	0.78535	0.341664	0.759504	1792	0.721221	1973	2326	2668.25	17454	3.31628	590	764	922	0.210324	0.395898	0.141286	0.0248654	0.00206256	0.000343761	0.0641114	0.161109
